grade_id,student_id,module_id,score,grade
1161,11155,AP162,57,D
1162,11156,DA163,90,A
1163,11160,PR164,73,B
1164,11162,PR165,42,F
1165,11163,ST166,64,C
1166,11165,DA167,54,D
1167,11166,DA168,66,C
1168,11167,MA169,97,A
1169,11169,AP170,62,C
1170,11170,DA171,95,A
1171,11173,ST172,77,B
1172,11174,MA173,91,A
1173,11175,DI174,72,B
1174,11177,SO175,80,A
1175,11178,AD176,99,A
1176,11180,NE177,77,B
1177,11181,PR178,53,D
1178,11183,WE179,66,C
1179,11184,AP180,71,B
1180,11185,EN181,62,C
1181,11187,DA182,70,B
1182,11189,CO183,57,D
1183,11195,AP184,99,A
1184,11198,WE185,63,C
1185,11200,DI186,81,A
1186,11202,SU187,72,B
1187,11209,CL188,42,F
1188,11210,TH189,65,C
1189,11213,TH190,70,B
1190,11215,TH191,68,C
1191,11216,TH192,90,A
1192,11221,PS193,53,D
1193,11223,GE194,85,A
1194,11224,EX195,61,C
1195,11225,ET196,48,F
1196,11226,TH197,44,F
1197,11231,PS198,70,B
1198,11234,SE199,68,C
1199,11235,RE200,41,F
1200,11239,DI201,80,A
1201,11240,IN202,64,C
1202,11243,IN204,98,A
1203,11244,PR205,51,D
1204,11247,FO206,61,C
1205,11251,PS207,56,D
1206,11252,FO208,85,A
1207,11254,PR209,60,C
1208,11256,ET210,87,A
1209,11258,DI211,97,A
1210,11266,RE212,57,D
1211,11271,SO213,71,B
1212,11275,PR214,50,D
1213,11276,ET215,95,A
1214,11277,LA216,86,A
1215,11278,JU217,85,A
1216,11279,PR218,52,D
1217,11289,IN219,60,C
1218,11290,LA220,75,B
1219,11296,CR221,51,D
1220,11297,LE222,91,A
1221,11298,AR223,75,B
1222,11302,CI224,84,A
1223,11303,PR225,49,F
1224,11304,PR226,68,C
1225,11307,PR227,43,F
1226,11309,QU228,59,D
1227,11314,IN229,85,A
1228,11316,CO230,41,F
1229,11320,AD231,52,D
1230,11322,TR232,64,C
1231,11327,AD233,90,A
1232,11329,AU234,73,B
1233,11335,IN235,71,B
1234,11337,AC236,75,B
1235,11338,DI237,40,F
1236,11341,RE238,90,A
1237,11343,PR239,59,D
1238,11347,AP240,81,A
1239,11348,BU241,81,A
1240,11353,PR242,50,D
1241,11355,FI243,42,F
1242,11356,DA244,46,F
1243,11359,BU245,49,F
1244,11365,AP246,98,A
1245,11367,AP247,75,B
1246,11368,PR248,57,D
1247,11369,OP249,82,A
1248,11374,ET250,68,C
1249,11376,ST251,67,C
1250,11377,EL252,42,F
1251,11380,MA100,81,A
1252,11381,EN102,44,F
1253,11383,BA103,100,A
1254,11388,ME104,85,A
1255,11391,EN105,76,B
1256,11392,PH106,64,C
1257,11394,PR107,57,D
1258,11396,EL108,73,B
1259,11397,IN109,45,F
1260,11399,DI110,73,B
1261,11400,EL111,78,B
1262,11404,EL112,68,C
1263,11406,EL113,72,B
1264,11408,CM114,83,A
1265,11413,CO115,77,B
1266,11414,EL116,83,A
1267,11415,FI117,97,A
1268,11417,EL118,50,D
1269,11419,UT119,98,A
1270,11421,MA120,42,F
1271,11422,CH121,100,A
1272,11424,EL122,99,A
1273,11425,EN123,97,A
1274,11427,PH124,65,C
1275,11428,AD125,46,F
1276,11430,EL126,52,D
1277,11432,MA127,65,C
1278,11433,LI128,82,A
1279,11436,RE129,49,F
1280,11438,DI130,56,D
1281,11439,BA132,60,C
1282,11442,AN133,53,D
1283,11447,GE134,53,D
1284,11449,GE135,89,A
1285,11451,EL136,41,F
1286,11455,AN137,74,B
1287,11456,BA138,67,C
1288,11457,BA139,89,A
1289,11464,FI140,78,B
1290,11465,AN141,96,A
1291,11472,AN143,76,B
1292,11474,GE144,57,D
1293,11483,AN145,74,B
1294,11484,FI146,69,C
1295,11487,PA147,86,A
1296,11491,RE148,78,B
1297,11497,BI149,62,C
1298,11498,AN150,58,D
1299,11499,AN151,74,B
1300,11501,AN152,67,C
1301,11502,PH153,96,A
1302,11504,PH154,88,A
1303,11510,FI155,89,A
1304,11511,RA156,50,D
1305,11516,PR157,92,A
1306,11517,PR158,56,D
1307,11520,ST159,44,F
1308,11521,DA160,46,F
1309,11523,DA161,52,D
1310,11525,AP162,55,D
1311,11527,DA163,61,C
1312,11533,PR164,49,F
1313,11535,PR165,58,D
1314,11537,ST166,100,A
1315,11540,DA167,75,B
1316,11542,DA168,96,A
1317,11543,MA169,74,B
1318,11546,AP170,94,A
1319,11548,DA171,86,A
1320,11549,ST172,86,A
1321,11553,MA173,81,A
1322,11554,DI174,81,A
1323,11556,SO175,64,C
1324,11558,AD176,48,F
1325,11563,NE177,49,F
1326,11564,PR178,79,B
1327,11567,WE179,80,A
1328,11568,AP180,81,A
1329,11573,EN181,96,A
1330,11574,DA182,83,A
1331,11575,CO183,41,F
1332,11578,AP184,71,B
1333,11580,WE185,48,F
1334,11584,DI186,89,A
1335,11586,SU187,59,D
1336,11589,CL188,86,A
1337,11592,TH190,92,A
1338,11594,TH191,42,F
1339,11596,TH192,90,A
1340,11598,PS193,82,A
1341,11602,GE194,76,B
1342,11603,EX195,64,C
1343,11604,ET196,72,B
1344,11605,TH197,72,B
1345,11609,PS198,81,A
1346,11611,SE199,63,C
1347,11613,RE200,67,C
1348,11615,DI201,80,A
1349,11617,IN202,91,A
1350,11620,PS203,49,F
1351,11623,IN204,64,C
1352,11633,PR205,54,D
1353,11636,FO206,100,A
1354,11638,PS207,47,F
1355,11639,FO208,56,D
1356,11642,PR209,59,D
1357,11652,ET210,88,A
1358,11653,DI211,69,C
1359,11655,RE212,90,A
1360,11656,SO213,56,D
1361,11657,PR214,80,A
1362,11661,ET215,40,F
1363,11665,LA216,40,F
1364,11671,JU217,91,A
1365,11674,PR218,44,F
1366,11678,IN219,48,F
1367,11679,LA220,51,D
1368,11681,CR221,52,D
1369,11683,LE222,46,F
1370,11685,AR223,40,F
1371,11687,CI224,52,D
1372,11688,PR225,44,F
1373,11695,PR226,77,B
1374,11696,PR227,94,A
1375,11697,QU228,96,A
1376,11698,IN229,98,A
1377,11699,CO230,68,C
1378,11701,AD231,93,A
1379,11702,TR232,89,A
1380,11704,AD233,78,B
1381,11705,IN235,91,A
1382,11709,AC236,53,D
1383,11711,DI237,48,F
1384,11716,RE238,90,A
1385,11718,PR239,60,C
1386,11720,AP240,69,C
1387,11723,BU241,56,D
1388,11724,PR242,41,F
1389,11729,FI243,44,F
1390,11732,DA244,59,D
1391,11735,BU245,89,A
1392,11737,AP246,54,D
1393,11739,AP247,66,C
1394,11740,PR248,69,C
1395,11741,OP249,87,A
1396,11742,ET250,98,A
1397,11744,ST251,92,A
1398,11745,CH101,73,B
1399,11749,EN102,69,C
1400,11750,BA103,94,A
1401,11752,ME104,89,A
1402,11754,EN105,86,A
1403,11755,PH106,64,C
1404,11758,PR107,61,C
1405,11762,EL108,59,D
1406,11764,IN109,66,C
1407,11765,DI110,99,A
1408,11766,EL111,66,C
1409,11768,EL112,81,A
1410,11772,EL113,92,A
1411,11773,CM114,92,A
1412,11775,CO115,52,D
1413,11776,EL116,59,D
1414,11777,FI117,65,C
1415,11780,EL118,59,D
1416,11782,UT119,71,B
1417,11786,MA120,51,D
1418,11787,CH121,84,A
1419,11793,EL122,43,F
1420,11796,EN123,47,F
1421,11800,PH124,43,F
1422,11802,AD125,71,B
1423,11803,EL126,92,A
1424,11805,MA127,60,C
1425,11806,LI128,51,D
1426,11807,RE129,57,D
1427,11808,DI130,89,A
1428,11810,IN131,88,A
1429,11814,BA132,82,A
1430,11816,AN133,52,D
1431,11817,GE134,61,C
1432,11818,GE135,86,A
1433,11820,EL136,48,F
1434,11821,AN137,82,A
1435,11822,BA138,65,C
1436,11824,BA139,99,A
1437,11827,FI140,56,D
1438,11831,AN141,66,C
1439,11841,BI142,97,A
1440,11843,AN143,95,A
1441,11847,GE144,90,A
1442,11850,AN145,70,B
1443,11851,FI146,100,A
1444,11852,PA147,68,C
1445,11856,RE148,65,C
1446,11857,BI149,53,D
1447,11864,AN150,44,F
1448,11865,AN151,94,A
1449,11866,AN152,81,A
1450,11868,PH153,51,D
1451,11872,PH154,79,B
1452,11878,FI155,58,D
1453,11879,RA156,68,C
1454,11881,PR157,92,A
1455,11883,PR158,90,A
1456,11884,ST159,80,A
1457,11885,DA160,75,B
1458,11887,DA161,97,A
1459,11888,AP162,42,F
1460,11889,DA163,75,B
1461,11891,PR164,51,D
1462,11894,PR165,70,B
1463,11900,ST166,82,A
1464,11912,DA167,66,C
1465,11914,DA168,41,F
1466,11918,MA169,87,A
1467,11920,AP170,72,B
1468,11921,DA171,78,B
1469,11922,ST172,96,A
1470,11923,MA173,93,A
1471,11924,DI174,93,A
1472,11928,SO175,62,C
1473,11929,NE177,41,F
1474,11931,PR178,96,A
1475,11935,WE179,69,C
1476,11937,AP180,63,C
1477,11941,EN181,78,B
1478,11942,DA182,65,C
1479,11947,CO183,46,F
1480,11951,AP184,77,B
1481,11952,DI186,51,D
1482,11956,SU187,44,F
1483,11957,CL188,57,D
1484,11960,TH189,68,C
1485,11965,TH190,79,B
1486,11967,TH191,71,B
1487,11970,TH192,63,C
1488,11973,PS193,64,C
1489,11975,GE194,97,A
1490,11978,EX195,80,A
1491,11980,ET196,72,B
1492,11981,TH197,45,F
1493,11983,PS198,52,D
1494,11984,SE199,85,A
1495,11985,RE200,100,A
1496,11986,DI201,89,A
1497,11988,IN202,73,B
1498,11993,PS203,73,B
1499,11994,IN204,47,F
1500,11996,PR205,79,B
1501,11999,FO206,78,B
1502,11000,PS207,98,A
1503,11001,FO208,57,D
1504,11002,PR209,88,A
1505,11006,ET210,95,A
1506,11011,DI211,57,D
1507,11014,RE212,70,B
1508,11015,SO213,56,D
1509,11018,PR214,73,B
1510,11023,ET215,82,A
1511,11028,LA216,69,C
1512,11029,JU217,71,B
1513,11030,PR218,84,A
1514,11031,IN219,88,A
1515,11032,LA220,68,C
1516,11033,CR221,57,D
1517,11042,LE222,48,F
1518,11046,AR223,92,A
1519,11048,CI224,70,B
1520,11051,PR225,52,D
1521,11054,PR226,78,B
1522,11055,PR227,91,A
1523,11056,QU228,50,D
1524,11059,IN229,78,B
1525,11060,CO230,68,C
1526,11068,AD231,65,C
1527,11069,TR232,91,A
1528,11071,AD233,70,B
1529,11075,AU234,52,D
1530,11076,IN235,66,C
1531,11080,AC236,77,B
1532,11085,DI237,47,F
1533,11087,RE238,56,D
1534,11089,PR239,63,C
1535,11093,AP240,81,A
1536,11099,BU241,68,C
1537,11103,PR242,95,A
1538,11105,FI243,73,B
1539,11106,DA244,55,D
1540,11107,BU245,69,C
1541,11109,AP246,62,C
1542,11112,AP247,96,A
1543,11121,PR248,65,C
1544,11122,OP249,44,F
1545,11123,ET250,47,F
1546,11124,ST251,63,C
1547,11125,EL252,71,B
1548,11126,MA100,54,D
1549,11128,CH101,88,A
1550,11135,EN102,88,A
1551,11141,BA103,57,D
1552,11142,ME104,43,F
1553,11143,EN105,94,A
1554,11144,PH106,68,C
1555,11145,PR107,98,A
1556,11148,EL108,46,F
1557,11149,IN109,78,B
1558,11152,DI110,47,F
1559,11154,EL111,50,D
1560,11156,EL112,62,C
1561,11160,EL113,51,D
1562,11166,CM114,87,A
1563,11169,CO115,54,D
1564,11176,EL116,55,D
1565,11178,FI117,88,A
1566,11182,EL118,70,B
1567,11186,UT119,50,D
1568,11187,MA120,73,B
1569,11190,CH121,69,C
1570,11191,EL122,67,C
1571,11195,EN123,96,A
1572,11196,PH124,63,C
1573,11197,AD125,85,A
1574,11201,EL126,70,B
1575,11202,MA127,95,A
1576,11203,LI128,56,D
1577,11207,RE129,62,C
1578,11210,DI130,52,D
1579,11211,IN131,78,B
1580,11212,BA132,53,D
1581,11213,AN133,68,C
1582,11217,GE134,65,C
1583,11218,GE135,83,A
1584,11222,EL136,100,A
1585,11225,AN137,99,A
1586,11226,BA138,55,D
1587,11227,BA139,50,D
1588,11228,FI140,75,B
1589,11232,AN141,79,B
1590,11234,BI142,45,F
1591,11237,AN143,47,F
1592,11238,GE144,95,A
1593,11239,AN145,84,A
1594,11241,FI146,91,A
1595,11242,PA147,42,F
1596,11245,RE148,60,C
1597,11249,BI149,89,A
1598,11250,AN150,64,C
1599,11257,AN151,87,A
1600,11258,AN152,92,A
1601,11260,PH153,68,C
1602,11261,FI155,50,D
1603,11264,RA156,64,C
1604,11266,PR157,59,D
1605,11268,PR158,100,A
1606,11274,ST159,93,A
1607,11276,DA160,80,A
1608,11277,DA161,84,A
1609,11278,AP162,42,F
1610,11279,DA163,51,D
1611,11282,PR164,97,A
1612,11283,PR165,43,F
1613,11286,ST166,80,A
1614,11287,DA167,69,C
1615,11288,DA168,98,A
1616,11289,MA169,54,D
1617,11293,AP170,93,A
1618,11294,DA171,74,B
1619,11296,ST172,88,A
1620,11297,MA173,60,C
1621,11301,DI174,66,C
1622,11306,SO175,51,D
1623,11309,AD176,69,C
1624,11310,NE177,68,C
1625,11319,PR178,65,C
1626,11320,WE179,76,B
1627,11324,AP180,74,B
1628,11327,DA182,82,A
1629,11328,CO183,93,A
1630,11329,AP184,43,F
1631,11332,WE185,73,B
1632,11336,DI186,50,D
1633,11339,SU187,66,C
1634,11340,CL188,67,C
1635,11350,TH189,54,D
1636,11353,TH190,92,A
1637,11354,TH191,48,F
1638,11358,TH192,54,D
1639,11359,PS193,95,A
1640,11360,EX195,62,C
1641,11361,ET196,100,A
1642,11362,TH197,100,A
1643,11366,PS198,65,C
1644,11368,SE199,100,A
1645,11373,RE200,40,F
1646,11375,DI201,42,F
1647,11378,IN202,98,A
1648,11382,PS203,72,B
1649,11383,IN204,55,D
1650,11385,PR205,96,A
1651,11389,FO206,55,D
1652,11390,FO208,73,B
1653,11392,PR209,84,A
1654,11394,ET210,48,F
1655,11395,DI211,79,B
1656,11397,RE212,51,D
1657,11398,SO213,96,A
1658,11399,PR214,60,C
1659,11402,ET215,77,B
1660,11406,LA216,97,A
1661,11408,JU217,99,A
1662,11410,PR218,72,B
1663,11417,IN219,59,D
1664,11418,LA220,59,D
1665,11420,CR221,80,A
1666,11422,LE222,43,F
1667,11423,AR223,70,B
1668,11426,CI224,62,C
1669,11427,PR225,42,F
1670,11428,PR226,85,A
1671,11430,PR227,62,C
1672,11431,QU228,90,A
1673,11433,IN229,90,A
1674,11437,CO230,84,A
1675,11438,AD231,63,C
1676,11440,TR232,79,B
1677,11443,AD233,57,D
1678,11449,AU234,73,B
1679,11452,IN235,75,B
1680,11453,AC236,93,A
1681,11455,DI237,50,D
1682,11456,RE238,53,D
1683,11460,PR239,94,A
1684,11461,AP240,55,D
1685,11462,BU241,54,D
1686,11463,PR242,77,B
1687,11468,FI243,71,B
1688,11472,DA244,88,A
1689,11477,BU245,88,A
1690,11480,AP246,90,A
1691,11490,AP247,97,A
1692,11491,PR248,95,A
1693,11492,OP249,56,D
1694,11494,ET250,93,A
1695,11497,ST251,51,D
1696,11498,EL252,98,A
1697,11499,MA100,86,A
1698,11500,CH101,72,B
1699,11502,EN102,49,F
1700,11504,BA103,57,D
1701,11510,ME104,99,A
1702,11513,EN105,69,C
1703,11518,PH106,78,B
1704,11519,PR107,52,D
1705,11521,EL108,99,A
1706,11522,IN109,77,B
1707,11523,DI110,54,D
1708,11525,EL111,96,A
1709,11527,EL112,42,F
1710,11532,CM114,72,B
1711,11533,CO115,66,C
1712,11537,EL116,79,B
1713,11541,FI117,78,B
1714,11543,EL118,53,D
1715,11546,UT119,98,A
1716,11547,MA120,90,A
1717,11549,CH121,83,A
1718,11555,EL122,76,B
1719,11558,EN123,98,A
1720,11559,PH124,72,B
1721,11563,AD125,40,F
1722,11565,EL126,98,A
1723,11566,MA127,43,F
1724,11568,LI128,94,A
1725,11572,RE129,95,A
1726,11573,DI130,98,A
1727,11574,IN131,56,D
1728,11575,BA132,76,B
1729,11576,AN133,85,A
1730,11578,GE134,70,B
1731,11580,GE135,51,D
1732,11584,EL136,100,A
1733,11587,AN137,61,C
1734,11589,BA138,66,C
1735,11593,BA139,79,B
1736,11597,FI140,56,D
1737,11601,BI142,63,C
1738,11603,AN143,53,D
1739,11606,GE144,40,F
1740,11610,FI146,51,D
1741,11612,PA147,55,D
1742,11614,RE148,76,B
1743,11616,BI149,95,A
1744,11619,AN150,80,A
1745,11621,AN151,63,C
1746,11625,AN152,42,F
1747,11629,PH153,97,A
1748,11630,PH154,57,D
1749,11636,FI155,45,F
1750,11637,RA156,83,A
1751,11640,PR157,64,C
1752,11643,PR158,89,A
1753,11645,ST159,88,A
1754,11646,DA160,72,B
1755,11648,DA161,93,A
1756,11656,AP162,92,A
1757,11657,DA163,61,C
1758,11664,PR164,92,A
1759,11665,PR165,49,F
1760,11670,ST166,90,A
1761,11672,DA167,58,D
1762,11673,DA168,69,C
1763,11675,MA169,77,B
1764,11676,AP170,58,D
1765,11678,DA171,68,C
1766,11679,ST172,63,C
1767,11680,MA173,94,A
1768,11693,DI174,88,A
1769,11694,SO175,91,A
1770,11696,AD176,62,C
1771,11698,NE177,75,B
1772,11699,WE179,97,A
1773,11704,AP180,76,B
1774,11705,EN181,69,C
1775,11707,DA182,43,F
1776,11710,CO183,53,D
1777,11712,AP184,52,D
1778,11715,WE185,41,F
1779,11718,DI186,67,C
1780,11719,SU187,89,A
1781,11720,CL188,90,A
1782,11721,TH189,70,B
1783,11722,TH190,46,F
1784,11723,TH191,97,A
1785,11724,TH192,91,A
1786,11725,PS193,82,A
1787,11729,GE194,63,C
1788,11731,EX195,88,A
1789,11734,ET196,68,C
1790,11735,TH197,60,C
1791,11738,PS198,56,D
1792,11739,SE199,82,A
1793,11740,RE200,87,A
1794,11742,DI201,91,A
1795,11745,IN202,56,D
1796,11747,PS203,84,A
1797,11750,IN204,41,F
1798,11752,PR205,95,A
1799,11754,FO206,54,D
1800,11756,PS207,88,A
1801,11757,FO208,40,F
1802,11758,PR209,71,B
1803,11765,ET210,76,B
1804,11766,DI211,90,A
1805,11767,SO213,89,A
1806,11769,PR214,58,D
1807,11770,ET215,50,D
1808,11774,LA216,93,A
1809,11776,JU217,59,D
1810,11778,PR218,94,A
1811,11779,IN219,80,A
1812,11784,LA220,46,F
1813,11786,CR221,45,F
1814,11787,LE222,57,D
1815,11790,AR223,98,A
1816,11794,CI224,92,A
1817,11795,PR225,94,A
1818,11798,PR226,71,B
1819,11801,PR227,58,D
1820,11802,QU228,82,A
1821,11805,IN229,57,D
1822,11806,CO230,61,C
1823,11807,AD231,91,A
1824,11809,TR232,87,A
1825,11810,AD233,50,D
1826,11815,AU234,47,F
1827,11817,IN235,97,A
1828,11819,DI237,42,F
1829,11821,RE238,54,D
1830,11826,PR239,45,F
1831,11830,AP240,85,A
1832,11836,BU241,82,A
1833,11837,PR242,52,D
1834,11838,FI243,71,B
1835,11851,DA244,45,F
1836,11852,BU245,40,F
1837,11853,AP246,42,F
1838,11855,AP247,84,A
1839,11856,PR248,57,D
1840,11860,OP249,87,A
1841,11865,ET250,83,A
1842,11866,ST251,61,C
1843,11867,EL252,43,F
1844,11869,MA100,68,C
1845,11871,EN102,66,C
1846,11873,BA103,92,A
1847,11875,ME104,87,A
1848,11880,EN105,49,F
1849,11881,PH106,74,B
1850,11882,PR107,63,C
1851,11884,EL108,99,A
1852,11885,IN109,80,A
1853,11888,DI110,57,D
1854,11889,EL111,97,A
1855,11892,EL112,99,A
1856,11894,EL113,74,B
1857,11897,CM114,55,D
1858,11899,CO115,41,F
1859,11903,EL116,64,C
1860,11905,FI117,99,A
1861,11906,EL118,52,D
1862,11909,UT119,62,C
1863,11911,MA120,93,A
1864,11913,CH121,62,C
1865,11914,EL122,47,F
1866,11917,EN123,98,A
1867,11919,PH124,74,B
1868,11920,AD125,90,A
1869,11921,EL126,85,A
1870,11922,MA127,62,C
1871,11924,LI128,76,B
1872,11926,RE129,63,C
1873,11929,DI130,86,A
1874,11931,IN131,46,F
1875,11934,BA132,42,F
1876,11938,AN133,76,B
1877,11940,GE134,57,D
1878,11947,EL136,45,F
1879,11950,AN137,44,F
1880,11951,BA138,62,C
1881,11953,BA139,57,D
1882,11956,FI140,69,C
1883,11959,AN141,44,F
1884,11965,BI142,97,A
1885,11966,AN143,49,F
1886,11969,GE144,87,A
1887,11972,AN145,53,D
1888,11977,FI146,62,C
1889,11979,PA147,56,D
1890,11985,RE148,45,F
1891,11988,BI149,79,B
1892,11989,AN150,63,C
1893,11994,AN151,56,D
1894,11997,AN152,71,B
1895,11999,PH153,46,F
1896,11004,PH154,97,A
1897,11007,FI155,88,A
1898,11008,RA156,43,F
1899,11012,PR157,95,A
1900,11015,PR158,42,F
1901,11018,ST159,59,D
1902,11019,DA160,84,A
1903,11020,DA161,85,A
1904,11022,AP162,72,B
1905,11024,DA163,49,F
1906,11025,PR164,80,A
1907,11027,PR165,62,C
1908,11028,ST166,60,C
1909,11029,DA167,48,F
1910,11031,DA168,57,D
1911,11032,MA169,83,A
1912,11038,DA171,45,F
1913,11045,ST172,59,D
1914,11046,MA173,86,A
1915,11049,DI174,86,A
1916,11057,SO175,85,A
1917,11058,AD176,74,B
1918,11063,NE177,87,A
1919,11064,PR178,49,F
1920,11068,WE179,52,D
1921,11070,AP180,97,A
1922,11071,EN181,59,D
1923,11072,DA182,77,B
1924,11074,CO183,93,A
1925,11075,AP184,76,B
1926,11077,WE185,42,F
1927,11078,DI186,41,F
1928,11079,SU187,85,A
1929,11080,CL188,76,B
1930,11086,TH189,70,B
1931,11087,TH190,53,D
1932,11088,TH191,94,A
1933,11090,TH192,85,A
1934,11093,PS193,58,D
1935,11094,GE194,62,C
1936,11103,EX195,60,C
1937,11105,ET196,52,D
1938,11107,TH197,56,D
1939,11111,PS198,100,A
1940,11114,SE199,48,F
1941,11116,RE200,69,C
1942,11117,DI201,75,B
1943,11119,IN202,70,B
1944,11124,PS203,62,C
1945,11127,PR205,86,A
1946,11128,FO206,98,A
1947,11134,PS207,77,B
1948,11136,FO208,85,A
1949,11139,PR209,90,A
1950,11141,ET210,87,A
1951,11143,DI211,48,F
1952,11144,RE212,43,F
1953,11145,SO213,53,D
1954,11148,PR214,53,D
1955,11149,ET215,100,A
1956,11151,LA216,89,A
1957,11153,JU217,44,F
1958,11155,PR218,63,C
1959,11156,IN219,89,A
1960,11158,LA220,50,D
1961,11160,LE222,59,D
1962,11161,AR223,73,B
1963,11163,CI224,57,D
1964,11165,PR225,61,C
1965,11169,PR226,40,F
1966,11175,PR227,44,F
1967,11176,QU228,57,D
1968,11177,CO230,96,A
1969,11180,AD231,99,A
1970,11181,TR232,86,A
1971,11184,AD233,58,D
1972,11186,AU234,98,A
1973,11189,IN235,58,D
1974,11195,DI237,59,D
1975,11198,RE238,44,F
1976,11199,AP240,63,C
1977,11200,BU241,73,B
1978,11201,PR242,73,B
1979,11203,FI243,85,A
1980,11207,DA244,75,B
1981,11208,BU245,83,A
1982,11215,AP246,54,D
1983,11220,AP247,56,D
1984,11221,PR248,68,C
1985,11223,OP249,78,B
1986,11226,ET250,43,F
1987,11229,ST251,60,C
1988,11232,EL252,41,F
1989,11233,MA100,84,A
1990,11237,CH101,82,A
1991,11240,EN102,45,F
1992,11242,BA103,56,D
1993,11247,ME104,86,A
1994,11249,EN105,67,C
1995,11250,PH106,66,C
1996,11255,PR107,52,D
1997,11259,EL108,62,C
1998,11260,IN109,80,A
1999,11265,DI110,52,D
2000,11271,EL111,78,B
2001,11276,EL112,76,B
2002,11277,EL113,75,B
2003,11279,CM114,86,A
2004,11285,CO115,74,B
2005,11286,EL116,64,C
2006,11288,FI117,87,A
2007,11290,EL118,79,B
2008,11294,UT119,53,D
2009,11295,MA120,94,A
2010,11296,CH121,87,A
2011,11299,EL122,97,A
2012,11302,EN123,77,B
2013,11304,PH124,77,B
2014,11305,AD125,50,D
2015,11310,EL126,74,B
2016,11311,MA127,54,D
2017,11312,LI128,57,D
2018,11313,RE129,44,F
2019,11314,DI130,58,D
2020,11315,IN131,44,F
2021,11316,BA132,55,D
2022,11318,AN133,74,B
2023,11320,GE134,42,F
2024,11321,GE135,82,A
2025,11323,EL136,59,D
2026,11326,AN137,59,D
2027,11327,BA138,41,F
2028,11331,BA139,80,A
2029,11332,FI140,59,D
2030,11335,AN141,69,C
2031,11337,BI142,82,A
2032,11339,AN143,55,D
2033,11340,GE144,79,B
2034,11342,AN145,46,F
2035,11344,FI146,69,C
2036,11345,PA147,100,A
2037,11347,RE148,65,C
2038,11349,BI149,92,A
2039,11352,AN150,97,A
2040,11353,AN151,53,D
2041,11354,AN152,88,A
2042,11355,PH153,97,A
2043,11356,PH154,70,B
2044,11358,FI155,41,F
2045,11362,RA156,83,A
2046,11364,PR157,80,A
2047,11366,PR158,73,B
2048,11376,ST159,50,D
2049,11380,DA160,92,A
2050,11381,DA161,64,C
2051,11383,AP162,72,B
2052,11384,DA163,86,A
2053,11385,PR164,51,D
2054,11388,PR165,81,A
2055,11390,ST166,81,A
2056,11392,DA167,64,C
2057,11394,DA168,52,D
2058,11395,MA169,65,C
2059,11397,AP170,44,F
2060,11401,DA171,74,B
2061,11402,ST172,45,F
2062,11408,MA173,60,C
2063,11409,DI174,77,B
2064,11413,SO175,51,D
2065,11420,AD176,46,F
2066,11423,NE177,66,C
2067,11424,PR178,92,A
2068,11431,WE179,68,C
2069,11432,AP180,42,F
2070,11434,EN181,78,B
2071,11436,DA182,52,D
2072,11441,CO183,86,A
2073,11444,AP184,86,A
2074,11447,WE185,69,C
2075,11449,DI186,96,A
2076,11451,CL188,90,A
2077,11455,TH189,87,A
2078,11456,TH190,65,C
2079,11457,TH191,96,A
2080,11458,TH192,76,B
2081,11461,PS193,85,A
2082,11462,GE194,60,C
2083,11464,EX195,40,F
2084,11469,ET196,65,C
2085,11470,TH197,61,C
2086,11471,PS198,61,C
2087,11472,SE199,87,A
2088,11473,RE200,49,F
2089,11481,DI201,100,A
2090,11482,IN202,91,A
2091,11484,PS203,84,A
2092,11486,IN204,78,B
2093,11488,PR205,56,D
2094,11489,FO206,99,A
2095,11502,PS207,87,A
2096,11505,FO208,57,D
2097,11506,ET210,87,A
2098,11508,DI211,73,B
2099,11509,RE212,51,D
2100,13000,MA100,85,A
2101,13014,CH101,81,A
2102,13017,EN102,43,F
2103,13018,BA103,89,A
2104,13025,ME104,85,A
2105,13029,EN105,94,A
2106,13030,PH106,41,F
2107,13032,PR107,76,B
2108,13033,EL108,47,F
2109,13034,IN109,44,F
2110,13035,DI110,60,C
2111,13036,EL111,94,A
2112,13040,EL112,75,B
2113,13041,EL113,41,F
2114,13042,CM114,48,F
2115,13047,CO115,40,F
2116,13048,EL116,71,B
2117,13049,FI117,100,A
2118,13052,EL118,67,C
2119,13053,UT119,43,F
2120,13055,MA120,59,D
2121,13058,CH121,42,F
2122,13059,EL122,55,D
2123,13060,EN123,65,C
2124,13065,PH124,64,C
2125,13068,AD125,81,A
2126,13070,EL126,47,F
2127,13073,MA127,82,A
2128,13076,LI128,87,A
2129,13077,RE129,44,F
2130,13078,DI130,78,B
2131,13079,IN131,64,C
2132,13080,BA132,81,A
2133,13082,AN133,99,A
2134,13094,GE134,92,A
2135,13095,GE135,55,D
2136,13096,EL136,96,A
2137,13098,AN137,56,D
2138,13106,BA138,94,A
2139,13111,BA139,50,D
2140,13115,FI140,59,D
2141,13116,AN141,97,A
2142,13117,BI142,48,F
2143,13118,AN143,73,B
2144,13119,GE144,55,D
2145,13123,AN145,77,B
2146,13126,FI146,82,A
2147,13128,PA147,45,F
2148,13129,RE148,78,B
2149,13131,BI149,99,A
2150,13136,AN150,65,C
2151,13139,AN151,84,A
2152,13140,AN152,97,A
2153,13142,PH153,99,A
2154,13144,PH154,42,F
2155,13147,FI155,48,F
2156,13149,RA156,81,A
2157,13150,PR157,75,B
2158,13153,PR158,69,C
